x,m,y,n,y,n,z,q,y,n,y,p,z,w,q
CH.ifa.draw.standard.CompositeFigure:2,draw,CH.ifa.draw.figures.AttributeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:3,draw,CH.ifa.draw.figures.TextFigure:3,drawFrame,CH.ifa.draw.figures.AttributeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:3,getFrameColor,CH.ifa.draw.figures.TextFigure:3,CH.ifa.draw.figures.TextFigure:2,drawFrame
CH.ifa.draw.standard.CompositeFigure:2,draw,CH.ifa.draw.figures.AttributeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:3,draw,CH.ifa.draw.figures.TextFigure:3,drawFrame,CH.ifa.draw.figures.AttributeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:3,getFrameColor,CH.ifa.draw.figures.TextFigure:3,CH.ifa.draw.figures.TextFigure:4,drawFrame
CH.ifa.draw.standard.CompositeFigure:2,draw,CH.ifa.draw.figures.AttributeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:3,draw,CH.ifa.draw.figures.TextFigure:3,drawFrame,CH.ifa.draw.figures.AttributeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:3,getFrameColor,CH.ifa.draw.figures.TextFigure:3,CH.ifa.draw.figures.TextFigure:5,drawFrame
CH.ifa.draw.standard.CompositeFigure:2,draw,CH.ifa.draw.figures.AttributeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:3,draw,CH.ifa.draw.figures.TextFigure:3,drawFrame,CH.ifa.draw.figures.AttributeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:3,getFrameColor,CH.ifa.draw.figures.TextFigure:3,CH.ifa.draw.figures.TextFigure:6,drawFrame
CH.ifa.draw.standard.CompositeFigure:2,draw,CH.ifa.draw.figures.AttributeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:3,draw,CH.ifa.draw.figures.TextFigure:3,drawFrame,CH.ifa.draw.figures.AttributeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:3,getFrameColor,CH.ifa.draw.figures.TextFigure:3,CH.ifa.draw.figures.TextFigure:7,drawFrame
CH.ifa.draw.standard.CompositeFigure:2,draw,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.TextFigure:4,drawFrame,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.AttributeFigure:4,getFillColor,CH.ifa.draw.figures.TextFigure:4,CH.ifa.draw.figures.TextFigure:2,drawFrame
CH.ifa.draw.standard.CompositeFigure:2,draw,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.TextFigure:4,drawFrame,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.AttributeFigure:4,getFillColor,CH.ifa.draw.figures.TextFigure:4,CH.ifa.draw.figures.TextFigure:3,drawFrame
CH.ifa.draw.standard.CompositeFigure:2,draw,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.TextFigure:4,drawFrame,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.AttributeFigure:4,getFillColor,CH.ifa.draw.figures.TextFigure:4,CH.ifa.draw.figures.TextFigure:5,drawFrame
CH.ifa.draw.standard.CompositeFigure:2,draw,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.TextFigure:4,drawFrame,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.AttributeFigure:4,getFillColor,CH.ifa.draw.figures.TextFigure:4,CH.ifa.draw.figures.TextFigure:6,drawFrame
CH.ifa.draw.standard.CompositeFigure:2,draw,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.TextFigure:4,drawFrame,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.AttributeFigure:4,getFillColor,CH.ifa.draw.figures.TextFigure:4,CH.ifa.draw.figures.TextFigure:7,drawFrame
CH.ifa.draw.standard.CompositeFigure:2,draw,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.TextFigure:4,drawFrame,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.AttributeFigure:4,getFrameColor,CH.ifa.draw.figures.TextFigure:4,CH.ifa.draw.figures.TextFigure:2,drawFrame
CH.ifa.draw.standard.CompositeFigure:2,draw,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.TextFigure:4,drawFrame,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.AttributeFigure:4,getFrameColor,CH.ifa.draw.figures.TextFigure:4,CH.ifa.draw.figures.TextFigure:3,drawFrame
CH.ifa.draw.standard.CompositeFigure:2,draw,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.TextFigure:4,drawFrame,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.AttributeFigure:4,getFrameColor,CH.ifa.draw.figures.TextFigure:4,CH.ifa.draw.figures.TextFigure:5,drawFrame
CH.ifa.draw.standard.CompositeFigure:2,draw,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.TextFigure:4,drawFrame,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.AttributeFigure:4,getFrameColor,CH.ifa.draw.figures.TextFigure:4,CH.ifa.draw.figures.TextFigure:6,drawFrame
CH.ifa.draw.standard.CompositeFigure:2,draw,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.TextFigure:4,drawFrame,CH.ifa.draw.figures.AttributeFigure:4,draw,CH.ifa.draw.figures.AttributeFigure:4,getFrameColor,CH.ifa.draw.figures.TextFigure:4,CH.ifa.draw.figures.TextFigure:7,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.TextFigure:5,drawFrame,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.AttributeFigure:5,getFillColor,CH.ifa.draw.figures.TextFigure:5,CH.ifa.draw.figures.TextFigure:2,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.TextFigure:5,drawFrame,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.AttributeFigure:5,getFillColor,CH.ifa.draw.figures.TextFigure:5,CH.ifa.draw.figures.TextFigure:3,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.TextFigure:5,drawFrame,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.AttributeFigure:5,getFillColor,CH.ifa.draw.figures.TextFigure:5,CH.ifa.draw.figures.TextFigure:4,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.TextFigure:5,drawFrame,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.AttributeFigure:5,getFillColor,CH.ifa.draw.figures.TextFigure:5,CH.ifa.draw.figures.TextFigure:6,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.TextFigure:5,drawFrame,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.AttributeFigure:5,getFillColor,CH.ifa.draw.figures.TextFigure:5,CH.ifa.draw.figures.TextFigure:7,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.TextFigure:5,drawFrame,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.AttributeFigure:5,getFrameColor,CH.ifa.draw.figures.TextFigure:5,CH.ifa.draw.figures.TextFigure:2,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.TextFigure:5,drawFrame,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.AttributeFigure:5,getFrameColor,CH.ifa.draw.figures.TextFigure:5,CH.ifa.draw.figures.TextFigure:3,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.TextFigure:5,drawFrame,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.AttributeFigure:5,getFrameColor,CH.ifa.draw.figures.TextFigure:5,CH.ifa.draw.figures.TextFigure:4,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.TextFigure:5,drawFrame,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.AttributeFigure:5,getFrameColor,CH.ifa.draw.figures.TextFigure:5,CH.ifa.draw.figures.TextFigure:6,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.TextFigure:5,drawFrame,CH.ifa.draw.figures.AttributeFigure:5,draw,CH.ifa.draw.figures.AttributeFigure:5,getFrameColor,CH.ifa.draw.figures.TextFigure:5,CH.ifa.draw.figures.TextFigure:7,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.TextFigure:6,drawFrame,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.AttributeFigure:6,getFillColor,CH.ifa.draw.figures.TextFigure:6,CH.ifa.draw.figures.TextFigure:2,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.TextFigure:6,drawFrame,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.AttributeFigure:6,getFillColor,CH.ifa.draw.figures.TextFigure:6,CH.ifa.draw.figures.TextFigure:3,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.TextFigure:6,drawFrame,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.AttributeFigure:6,getFillColor,CH.ifa.draw.figures.TextFigure:6,CH.ifa.draw.figures.TextFigure:4,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.TextFigure:6,drawFrame,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.AttributeFigure:6,getFillColor,CH.ifa.draw.figures.TextFigure:6,CH.ifa.draw.figures.TextFigure:5,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.TextFigure:6,drawFrame,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.AttributeFigure:6,getFillColor,CH.ifa.draw.figures.TextFigure:6,CH.ifa.draw.figures.TextFigure:7,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.TextFigure:6,drawFrame,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.AttributeFigure:6,getFrameColor,CH.ifa.draw.figures.TextFigure:6,CH.ifa.draw.figures.TextFigure:2,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.TextFigure:6,drawFrame,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.AttributeFigure:6,getFrameColor,CH.ifa.draw.figures.TextFigure:6,CH.ifa.draw.figures.TextFigure:3,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.TextFigure:6,drawFrame,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.AttributeFigure:6,getFrameColor,CH.ifa.draw.figures.TextFigure:6,CH.ifa.draw.figures.TextFigure:4,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.TextFigure:6,drawFrame,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.AttributeFigure:6,getFrameColor,CH.ifa.draw.figures.TextFigure:6,CH.ifa.draw.figures.TextFigure:5,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.TextFigure:6,drawFrame,CH.ifa.draw.figures.AttributeFigure:6,draw,CH.ifa.draw.figures.AttributeFigure:6,getFrameColor,CH.ifa.draw.figures.TextFigure:6,CH.ifa.draw.figures.TextFigure:7,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.TextFigure:7,drawFrame,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.AttributeFigure:7,getFillColor,CH.ifa.draw.figures.TextFigure:7,CH.ifa.draw.figures.TextFigure:2,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.TextFigure:7,drawFrame,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.AttributeFigure:7,getFillColor,CH.ifa.draw.figures.TextFigure:7,CH.ifa.draw.figures.TextFigure:3,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.TextFigure:7,drawFrame,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.AttributeFigure:7,getFillColor,CH.ifa.draw.figures.TextFigure:7,CH.ifa.draw.figures.TextFigure:4,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.TextFigure:7,drawFrame,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.AttributeFigure:7,getFillColor,CH.ifa.draw.figures.TextFigure:7,CH.ifa.draw.figures.TextFigure:5,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.TextFigure:7,drawFrame,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.AttributeFigure:7,getFillColor,CH.ifa.draw.figures.TextFigure:7,CH.ifa.draw.figures.TextFigure:6,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.TextFigure:7,drawFrame,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.AttributeFigure:7,getFrameColor,CH.ifa.draw.figures.TextFigure:7,CH.ifa.draw.figures.TextFigure:2,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.TextFigure:7,drawFrame,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.AttributeFigure:7,getFrameColor,CH.ifa.draw.figures.TextFigure:7,CH.ifa.draw.figures.TextFigure:3,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.TextFigure:7,drawFrame,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.AttributeFigure:7,getFrameColor,CH.ifa.draw.figures.TextFigure:7,CH.ifa.draw.figures.TextFigure:4,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.TextFigure:7,drawFrame,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.AttributeFigure:7,getFrameColor,CH.ifa.draw.figures.TextFigure:7,CH.ifa.draw.figures.TextFigure:5,drawFrame
CH.ifa.draw.standard.CompositeFigure:3,draw,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.TextFigure:7,drawFrame,CH.ifa.draw.figures.AttributeFigure:7,draw,CH.ifa.draw.figures.AttributeFigure:7,getFrameColor,CH.ifa.draw.figures.TextFigure:7,CH.ifa.draw.figures.TextFigure:6,drawFrame
CH.ifa.draw.standard.CreationTool:2,mouseDown,CH.ifa.draw.standard.AbstractFigure:10,displayBox,CH.ifa.draw.standard.AbstractFigure:10,displayBox,CH.ifa.draw.samples.pert.PertFigure:2,basicDisplayBox,CH.ifa.draw.standard.AbstractFigure:10,displayBox,CH.ifa.draw.standard.AbstractFigure:10,changed,CH.ifa.draw.samples.pert.PertFigure:2,CH.ifa.draw.samples.pert.PertFigure:1,basicDisplayBox
CH.ifa.draw.standard.CreationTool:2,mouseDown,CH.ifa.draw.standard.AbstractFigure:10,displayBox,CH.ifa.draw.standard.AbstractFigure:10,displayBox,CH.ifa.draw.samples.pert.PertFigure:2,basicDisplayBox,CH.ifa.draw.standard.AbstractFigure:10,displayBox,CH.ifa.draw.standard.AbstractFigure:10,changed,CH.ifa.draw.samples.pert.PertFigure:2,CH.ifa.draw.samples.pert.PertFigure:3,basicDisplayBox
CH.ifa.draw.standard.CreationTool:2,mouseDown,CH.ifa.draw.standard.AbstractFigure:10,displayBox,CH.ifa.draw.standard.AbstractFigure:10,displayBox,CH.ifa.draw.samples.pert.PertFigure:2,basicDisplayBox,CH.ifa.draw.standard.AbstractFigure:10,displayBox,CH.ifa.draw.standard.AbstractFigure:10,willChange,CH.ifa.draw.samples.pert.PertFigure:2,CH.ifa.draw.samples.pert.PertFigure:1,basicDisplayBox
CH.ifa.draw.standard.CreationTool:2,mouseDown,CH.ifa.draw.standard.AbstractFigure:10,displayBox,CH.ifa.draw.standard.AbstractFigure:10,displayBox,CH.ifa.draw.samples.pert.PertFigure:2,basicDisplayBox,CH.ifa.draw.standard.AbstractFigure:10,displayBox,CH.ifa.draw.standard.AbstractFigure:10,willChange,CH.ifa.draw.samples.pert.PertFigure:2,CH.ifa.draw.samples.pert.PertFigure:3,basicDisplayBox
CH.ifa.draw.standard.CreationTool:2,mouseDown,CH.ifa.draw.standard.AbstractFigure:15,displayBox,CH.ifa.draw.standard.AbstractFigure:15,displayBox,CH.ifa.draw.samples.pert.PertFigure:3,basicDisplayBox,CH.ifa.draw.standard.AbstractFigure:15,displayBox,CH.ifa.draw.standard.AbstractFigure:15,changed,CH.ifa.draw.samples.pert.PertFigure:3,CH.ifa.draw.samples.pert.PertFigure:1,basicDisplayBox
CH.ifa.draw.standard.CreationTool:2,mouseDown,CH.ifa.draw.standard.AbstractFigure:15,displayBox,CH.ifa.draw.standard.AbstractFigure:15,displayBox,CH.ifa.draw.samples.pert.PertFigure:3,basicDisplayBox,CH.ifa.draw.standard.AbstractFigure:15,displayBox,CH.ifa.draw.standard.AbstractFigure:15,changed,CH.ifa.draw.samples.pert.PertFigure:3,CH.ifa.draw.samples.pert.PertFigure:2,basicDisplayBox
CH.ifa.draw.standard.CreationTool:2,mouseDown,CH.ifa.draw.standard.AbstractFigure:15,displayBox,CH.ifa.draw.standard.AbstractFigure:15,displayBox,CH.ifa.draw.samples.pert.PertFigure:3,basicDisplayBox,CH.ifa.draw.standard.AbstractFigure:15,displayBox,CH.ifa.draw.standard.AbstractFigure:15,willChange,CH.ifa.draw.samples.pert.PertFigure:3,CH.ifa.draw.samples.pert.PertFigure:1,basicDisplayBox
CH.ifa.draw.standard.CreationTool:2,mouseDown,CH.ifa.draw.standard.AbstractFigure:15,displayBox,CH.ifa.draw.standard.AbstractFigure:15,displayBox,CH.ifa.draw.samples.pert.PertFigure:3,basicDisplayBox,CH.ifa.draw.standard.AbstractFigure:15,displayBox,CH.ifa.draw.standard.AbstractFigure:15,willChange,CH.ifa.draw.samples.pert.PertFigure:3,CH.ifa.draw.samples.pert.PertFigure:2,basicDisplayBox
CH.ifa.draw.standard.CreationTool:2,mouseDown,CH.ifa.draw.standard.AbstractFigure:5,displayBox,CH.ifa.draw.standard.AbstractFigure:5,displayBox,CH.ifa.draw.samples.pert.PertFigure:1,basicDisplayBox,CH.ifa.draw.standard.AbstractFigure:5,displayBox,CH.ifa.draw.standard.AbstractFigure:5,changed,CH.ifa.draw.samples.pert.PertFigure:1,CH.ifa.draw.samples.pert.PertFigure:2,basicDisplayBox
CH.ifa.draw.standard.CreationTool:2,mouseDown,CH.ifa.draw.standard.AbstractFigure:5,displayBox,CH.ifa.draw.standard.AbstractFigure:5,displayBox,CH.ifa.draw.samples.pert.PertFigure:1,basicDisplayBox,CH.ifa.draw.standard.AbstractFigure:5,displayBox,CH.ifa.draw.standard.AbstractFigure:5,changed,CH.ifa.draw.samples.pert.PertFigure:1,CH.ifa.draw.samples.pert.PertFigure:3,basicDisplayBox
CH.ifa.draw.standard.CreationTool:2,mouseDown,CH.ifa.draw.standard.AbstractFigure:5,displayBox,CH.ifa.draw.standard.AbstractFigure:5,displayBox,CH.ifa.draw.samples.pert.PertFigure:1,basicDisplayBox,CH.ifa.draw.standard.AbstractFigure:5,displayBox,CH.ifa.draw.standard.AbstractFigure:5,willChange,CH.ifa.draw.samples.pert.PertFigure:1,CH.ifa.draw.samples.pert.PertFigure:2,basicDisplayBox
CH.ifa.draw.standard.CreationTool:2,mouseDown,CH.ifa.draw.standard.AbstractFigure:5,displayBox,CH.ifa.draw.standard.AbstractFigure:5,displayBox,CH.ifa.draw.samples.pert.PertFigure:1,basicDisplayBox,CH.ifa.draw.standard.AbstractFigure:5,displayBox,CH.ifa.draw.standard.AbstractFigure:5,willChange,CH.ifa.draw.samples.pert.PertFigure:1,CH.ifa.draw.samples.pert.PertFigure:3,basicDisplayBox
